name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;365;0;527;3095;1098;3095;1075;0
header;217;109;217;146;1833;146;1833;109
A;1015;174;1015;200;1033;200;1033;174
A;710;551;710;557;716;557;716;551
B;1015;841;1015;870;1035;870;1035;841
B;831;1307;831;1326;845;1326;845;1307
C;1017;1539;1017;1567;1038;1567;1038;1539
A;803;1614;803;1616;805;1616;805;1614
C;646;1899;646;1919;662;1919;662;1899
C;543;2080;543;2099;557;2099;557;2080
D;1023;2204;1023;2233;1046;2233;1046;2204
A;857;2654;857;2679;875;2679;875;2654
B;538;2721;538;2736;545;2736;545;2721
